Time,Call Sign,Nearby Aircraft,Distance (nm),Bearing (degrees),ATC Instructions
14:02:00,UAE201,"SWA650, BAW632, Qantas594",1,3,Increase speed to avoid traffic conflict
14:02:30,UAE201,"Lufthansa201, KLM173, Qantas381",2,353,Climb to avoid traffic
14:03:00,UAE201,"AFR541, Emirates865, SWA671",1,128,Increase speed to avoid traffic conflict
14:03:30,UAE201,"UAL763, JBU384, DAL430",10,360,Increase speed to avoid traffic conflict
14:04:00,UAE201,"UAL103, SWA607, Qantas691",4,231,Turn left for traffic avoidance
14:04:30,UAE201,"DAL920, Lufthansa299, Qantas344",2,290,Turn left for traffic avoidance
14:05:00,UAE201,"UAL782, JBU464, DAL975",1,326,Turn left for traffic avoidance
14:05:30,UAE201,"BAW601, KLM745, AAL512",8,71,Climb to avoid traffic
14:06:00,UAE201,"Lufthansa494, Emirates565, AFR740",13,85,Maintain separation
14:06:30,UAE201,"SWA959, Lufthansa450, JBU543",4,160,Turn left for traffic avoidance
14:07:00,UAE201,"AAL994, BAW867, AFR815",14,211,Turn left for traffic avoidance
14:07:30,UAE201,"Emirates358, AFR908, AAL267",4,67,Climb to avoid traffic
14:08:00,UAE201,"Emirates799, Qantas805, BAW988",7,35,Descend to avoid traffic
14:08:30,UAE201,"JBU759, DAL530, SWA629",5,123,Increase speed to avoid traffic conflict
14:09:00,UAE201,"UAL915, JBU725, DAL834",11,271,Increase speed to avoid traffic conflict
14:09:30,UAE201,"Emirates559, BAW115, Qantas308",2,153,Increase speed to avoid traffic conflict
14:10:00,UAE201,"BAW275, UAL547, Lufthansa548",5,96,Climb to avoid traffic
14:10:30,UAE201,"UAL705, Lufthansa886, AAL549",13,154,Turn left for traffic avoidance
14:11:00,UAE201,"AFR297, BAW950, JBU851",3,156,Climb to avoid traffic
14:11:30,UAE201,"KLM481, AAL289, AFR707",6,17,Increase speed to avoid traffic conflict
14:12:00,UAE201,"AAL408, JBU163, Emirates918",7,324,Increase speed to avoid traffic conflict
14:12:30,UAE201,"Lufthansa832, Qantas707, KLM224",9,337,Turn left for traffic avoidance
14:13:00,UAE201,"BAW284, Qantas951, AFR830",4,206,Turn left for traffic avoidance
14:13:30,UAE201,"AAL564, Lufthansa329, KLM715",12,300,Maintain separation
14:14:00,UAE201,"Qantas148, DAL285, Lufthansa861",9,123,Climb to avoid traffic
14:14:30,UAE201,"KLM179, AFR620, Lufthansa570",15,69,Increase speed to avoid traffic conflict
14:15:00,UAE201,"Lufthansa306, AAL514, DAL434",3,277,Descend to avoid traffic
14:15:30,UAE201,"BAW684, UAL452, DAL457",12,325,Descend to avoid traffic
14:16:00,UAE201,"DAL300, AAL200, SWA862",10,0,Descend to avoid traffic
14:16:30,UAE201,"Qantas331, JBU351, AFR980",12,121,Turn left for traffic avoidance
14:17:00,UAE201,"Emirates252, UAL360, AFR121",3,356,Descend to avoid traffic
14:17:30,UAE201,"UAL519, Emirates211, AAL529",8,176,Descend to avoid traffic
14:18:00,UAE201,"BAW330, JBU399, DAL347",5,126,Descend to avoid traffic
14:18:30,UAE201,"Lufthansa857, DAL166, AAL621",3,52,Climb to avoid traffic
14:19:00,UAE201,"KLM582, AFR954, DAL777",14,154,Turn left for traffic avoidance
14:19:30,UAE201,"Lufthansa518, Emirates770, Qantas812",10,13,Climb to avoid traffic
14:20:00,UAE201,"Emirates453, AFR758, DAL607",8,50,Increase speed to avoid traffic conflict
14:20:30,UAE201,"DAL304, Lufthansa684, JBU380",3,51,Turn left for traffic avoidance
14:21:00,UAE201,"Qantas358, DAL275, JBU416",11,210,Climb to avoid traffic
14:21:30,UAE201,"Qantas560, JBU572, Emirates382",10,149,Climb to avoid traffic
14:22:00,UAE201,"Lufthansa852, Emirates565, BAW234",3,54,Increase speed to avoid traffic conflict
14:22:30,UAE201,"JBU943, UAL843, Emirates192",3,117,Maintain separation
14:23:00,UAE201,"UAL555, BAW240, Lufthansa660",14,215,Turn left for traffic avoidance
14:23:30,UAE201,"UAL944, SWA310, BAW251",5,283,Turn left for traffic avoidance
14:24:00,UAE201,"UAL520, AAL566, SWA595",5,247,Climb to avoid traffic
14:24:30,UAE201,"SWA344, Emirates620, KLM421",3,309,Climb to avoid traffic
14:25:00,UAE201,"AAL693, DAL745, KLM161",9,353,Increase speed to avoid traffic conflict
14:25:30,UAE201,"KLM935, Lufthansa226, UAL619",7,26,Climb to avoid traffic
14:26:00,UAE201,"AAL575, AFR102, SWA285",12,312,Climb to avoid traffic
14:26:30,UAE201,"JBU352, UAL986, KLM336",11,265,Descend to avoid traffic
14:27:00,UAE201,"Qantas649, SWA535, JBU443",4,342,Increase speed to avoid traffic conflict
14:27:30,UAE201,"DAL161, Emirates114, UAL466",7,121,Turn left for traffic avoidance
14:28:00,UAE201,"KLM652, DAL266, BAW218",2,55,Descend to avoid traffic
14:28:30,UAE201,"Qantas743, AAL177, SWA533",14,1,Increase speed to avoid traffic conflict
14:29:00,UAE201,"AAL772, DAL624, Emirates232",2,271,Descend to avoid traffic
14:29:30,UAE201,"Lufthansa474, SWA156, BAW984",2,341,Increase speed to avoid traffic conflict
14:30:00,UAE201,"AAL126, BAW810, DAL127",4,338,Turn left for traffic avoidance
14:30:30,UAE201,"JBU594, SWA479, KLM436",3,185,Turn left for traffic avoidance
14:31:00,UAE201,"Lufthansa519, DAL543, SWA709",5,150,Climb to avoid traffic
14:31:30,UAE201,"JBU738, KLM486, AFR925",10,279,Turn left for traffic avoidance
14:32:00,UAE201,"Emirates940, KLM915, SWA561",11,271,Descend to avoid traffic
14:32:30,UAE201,"JBU185, Emirates767, Qantas160",12,100,Increase speed to avoid traffic conflict
14:33:00,UAE201,"SWA938, JBU153, BAW629",5,313,Turn left for traffic avoidance
14:33:30,UAE201,"SWA582, Lufthansa419, UAL872",7,72,Descend to avoid traffic
14:34:00,UAE201,"UAL548, Emirates460, Lufthansa308",1,96,Descend to avoid traffic
14:34:30,UAE201,"AAL153, BAW110, KLM197",4,104,Increase speed to avoid traffic conflict
14:35:00,UAE201,"Qantas732, SWA306, Emirates295",1,81,Turn left for traffic avoidance
14:35:30,UAE201,"DAL837, AAL303, AFR204",4,225,Descend to avoid traffic
14:36:00,UAE201,"DAL869, AAL143, KLM888",7,234,Climb to avoid traffic
14:36:30,UAE201,"DAL769, BAW308, JBU510",3,76,Climb to avoid traffic
14:37:00,UAE201,"SWA570, Qantas492, JBU177",9,167,Descend to avoid traffic
14:37:30,UAE201,"Lufthansa628, AAL712, DAL672",11,110,Climb to avoid traffic
14:38:00,UAE201,"JBU709, BAW184, UAL666",14,94,Turn left for traffic avoidance
14:38:30,UAE201,"JBU953, BAW362, Qantas688",5,344,Descend to avoid traffic
14:39:00,UAE201,"AFR242, DAL689, UAL387",4,99,Maintain separation
14:39:30,UAE201,"AFR439, DAL290, AAL772",14,104,Increase speed to avoid traffic conflict
14:40:00,UAE201,"JBU634, Lufthansa248, AFR286",5,276,Turn left for traffic avoidance
14:40:30,UAE201,"KLM899, BAW917, Emirates969",10,35,Descend to avoid traffic
14:41:00,UAE201,"AFR427, JBU460, KLM831",13,43,Descend to avoid traffic
14:41:30,UAE201,"DAL626, KLM341, AFR926",4,12,Turn left for traffic avoidance
14:42:00,UAE201,"UAL814, JBU911, Qantas509",8,236,Descend to avoid traffic
14:42:30,UAE201,"JBU432, Emirates464, BAW455",6,97,Increase speed to avoid traffic conflict
14:43:00,UAE201,"JBU433, Lufthansa106, AAL503",6,131,Increase speed to avoid traffic conflict
14:43:30,UAE201,"Emirates193, SWA186, JBU973",10,79,Turn left for traffic avoidance
14:44:00,UAE201,"Lufthansa720, BAW475, Emirates730",6,353,Increase speed to avoid traffic conflict
14:44:30,UAE201,"AFR129, AAL527, UAL343",1,38,Descend to avoid traffic
14:45:00,UAE201,"SWA261, UAL950, BAW322",9,348,Turn left for traffic avoidance
14:45:30,UAE201,"AFR306, KLM114, BAW710",1,263,Maintain separation
14:46:00,UAE201,"AAL269, Emirates384, UAL221",8,325,Climb to avoid traffic
14:46:30,UAE201,"Qantas351, Lufthansa642, UAL267",4,64,Maintain separation
14:47:00,UAE201,"AFR801, Emirates612, BAW269",8,355,Increase speed to avoid traffic conflict
14:47:30,UAE201,"KLM382, DAL915, Emirates130",7,354,Turn left for traffic avoidance
14:48:00,UAE201,"KLM482, SWA424, BAW382",7,62,Turn left for traffic avoidance
14:48:30,UAE201,"DAL135, AAL561, UAL945",10,333,Increase speed to avoid traffic conflict
14:49:00,UAE201,"BAW573, Lufthansa425, UAL938",2,298,Increase speed to avoid traffic conflict
14:49:30,UAE201,"AAL294, Lufthansa561, AFR127",7,131,Maintain separation
14:50:00,UAE201,"Lufthansa534, Emirates203, AAL327",6,306,Descend to avoid traffic
14:50:30,UAE201,"KLM225, JBU110, Lufthansa399",11,230,Descend to avoid traffic
14:51:00,UAE201,"DAL328, UAL807, AAL690",10,89,Climb to avoid traffic
14:51:30,UAE201,"Lufthansa928, SWA829, DAL712",3,276,Descend to avoid traffic
14:52:00,UAE201,"SWA956, UAL268, Lufthansa439",5,32,Increase speed to avoid traffic conflict
14:52:30,UAE201,"DAL935, Qantas802, SWA815",13,59,Increase speed to avoid traffic conflict
14:53:00,UAE201,"JBU669, Qantas489, UAL622",1,40,Increase speed to avoid traffic conflict
14:53:30,UAE201,"Emirates917, UAL131, Qantas502",12,273,Increase speed to avoid traffic conflict
14:54:00,UAE201,"DAL274, Lufthansa310, JBU928",2,283,Climb to avoid traffic
14:54:30,UAE201,"AAL294, Qantas469, Lufthansa728",2,229,Increase speed to avoid traffic conflict
14:55:00,UAE201,"KLM451, AFR642, Emirates726",7,216,Maintain separation
14:55:30,UAE201,"KLM299, SWA232, BAW699",15,309,Increase speed to avoid traffic conflict
14:56:00,UAE201,"AFR950, SWA948, AAL778",13,254,Descend to avoid traffic
14:56:30,UAE201,"SWA653, Emirates869, Qantas829",12,101,Climb to avoid traffic
14:57:00,UAE201,"SWA347, DAL271, Qantas322",7,219,Maintain separation
14:57:30,UAE201,"Lufthansa144, JBU632, Emirates723",7,3,Descend to avoid traffic
14:58:00,UAE201,"Lufthansa201, UAL120, AAL799",4,54,Climb to avoid traffic
14:58:30,UAE201,"Qantas754, BAW870, Lufthansa995",5,47,Climb to avoid traffic
14:59:00,UAE201,"JBU921, DAL582, SWA218",12,327,Descend to avoid traffic
14:59:30,UAE201,"DAL587, Qantas933, BAW940",12,10,Increase speed to avoid traffic conflict
15:00:00,UAE201,"AAL224, AFR932, Lufthansa697",8,359,Increase speed to avoid traffic conflict
15:00:30,UAE201,"UAL237, AAL200, SWA587",12,293,Increase speed to avoid traffic conflict
15:01:00,UAE201,"SWA747, UAL833, BAW653",13,243,Turn left for traffic avoidance
15:01:30,UAE201,"JBU530, BAW191, KLM703",4,143,Increase speed to avoid traffic conflict
15:02:00,UAE201,"SWA246, UAL821, DAL842",13,69,Descend to avoid traffic
15:02:30,UAE201,"DAL466, SWA631, Lufthansa732",4,226,Maintain separation
15:03:00,UAE201,"DAL531, KLM383, UAL954",4,339,Descend to avoid traffic
15:03:30,UAE201,"UAL779, DAL121, BAW906",8,102,Maintain separation
15:04:00,UAE201,"Qantas521, AFR922, JBU428",6,213,Maintain separation
15:04:30,UAE201,"SWA944, AAL490, UAL909",6,142,Increase speed to avoid traffic conflict
15:05:00,UAE201,"Qantas331, KLM879, Lufthansa795",2,229,Turn left for traffic avoidance
15:05:30,UAE201,"KLM219, AFR396, JBU236",14,351,Turn left for traffic avoidance
15:06:00,UAE201,"BAW819, AAL890, SWA566",1,289,Climb to avoid traffic
15:06:30,UAE201,"JBU340, Qantas864, UAL840",6,351,Increase speed to avoid traffic conflict
15:07:00,UAE201,"Qantas569, AFR534, KLM171",6,87,Descend to avoid traffic
15:07:30,UAE201,"Lufthansa596, AFR386, Qantas888",5,37,Maintain separation
15:08:00,UAE201,"SWA191, Lufthansa269, AFR994",3,110,Turn left for traffic avoidance
15:08:30,UAE201,"BAW493, Qantas952, Lufthansa541",8,115,Maintain separation
15:09:00,UAE201,"AFR544, UAL210, Emirates878",3,194,Maintain separation
15:09:30,UAE201,"Qantas961, AFR711, UAL294",5,9,Descend to avoid traffic
15:10:00,UAE201,"KLM676, Lufthansa400, JBU707",15,272,Descend to avoid traffic
15:10:30,UAE201,"Lufthansa895, Emirates542, Qantas973",13,19,Turn left for traffic avoidance
15:11:00,UAE201,"JBU617, KLM479, SWA807",9,112,Descend to avoid traffic
15:11:30,UAE201,"JBU631, BAW181, Qantas836",10,24,Turn left for traffic avoidance
15:12:00,UAE201,"UAL169, AFR562, Emirates385",15,27,Descend to avoid traffic
15:12:30,UAE201,"BAW637, AAL808, KLM992",7,51,Maintain separation
15:13:00,UAE201,"JBU642, Emirates464, SWA508",15,141,Descend to avoid traffic
15:13:30,UAE201,"AFR945, UAL579, KLM592",5,253,Turn left for traffic avoidance
15:14:00,UAE201,"SWA734, JBU789, Lufthansa706",8,335,Descend to avoid traffic
15:14:30,UAE201,"JBU600, AAL461, KLM673",5,112,Turn left for traffic avoidance
15:15:00,UAE201,"KLM483, BAW850, Lufthansa982",1,49,Descend to avoid traffic
15:15:30,UAE201,"AFR981, KLM217, Qantas191",2,48,Descend to avoid traffic
15:16:00,UAE201,"AAL203, Emirates582, Lufthansa198",12,154,Increase speed to avoid traffic conflict
15:16:30,UAE201,"Qantas767, BAW587, AFR308",13,246,Descend to avoid traffic
15:17:00,UAE201,"Emirates248, KLM966, AAL301",13,256,Descend to avoid traffic
15:17:30,UAE201,"Lufthansa843, Qantas750, DAL945",2,90,Turn left for traffic avoidance
15:18:00,UAE201,"AAL828, BAW262, KLM248",7,63,Increase speed to avoid traffic conflict
15:18:30,UAE201,"JBU730, UAL443, SWA541",3,358,Increase speed to avoid traffic conflict
15:19:00,UAE201,"SWA145, JBU218, Emirates649",5,57,Climb to avoid traffic
15:19:30,UAE201,"DAL965, BAW270, UAL626",10,327,Descend to avoid traffic
15:20:00,UAE201,"DAL950, AFR223, JBU979",5,245,Climb to avoid traffic
15:20:30,UAE201,"Lufthansa950, DAL441, Qantas480",7,145,Increase speed to avoid traffic conflict
15:21:00,UAE201,"AAL120, Lufthansa388, UAL808",9,64,Turn left for traffic avoidance
15:21:30,UAE201,"AFR706, Qantas848, JBU211",8,58,Maintain separation
15:22:00,UAE201,"Emirates447, BAW257, Lufthansa740",12,228,Climb to avoid traffic
15:22:30,UAE201,"AFR793, KLM289, SWA740",3,277,Climb to avoid traffic
15:23:00,UAE201,"KLM706, Lufthansa738, Emirates154",12,10,Climb to avoid traffic
15:23:30,UAE201,"SWA332, KLM399, Qantas494",9,133,Turn left for traffic avoidance
15:24:00,UAE201,"BAW875, SWA907, AAL355",6,219,Climb to avoid traffic
15:24:30,UAE201,"Qantas792, DAL219, Emirates590",1,154,Turn left for traffic avoidance
15:25:00,UAE201,"Emirates919, UAL495, DAL408",15,166,Maintain separation
15:25:30,UAE201,"SWA725, UAL450, AAL806",1,239,Increase speed to avoid traffic conflict
15:26:00,UAE201,"Qantas212, JBU457, Emirates801",1,118,Increase speed to avoid traffic conflict
15:26:30,UAE201,"Lufthansa118, SWA466, KLM749",2,129,Turn left for traffic avoidance
15:27:00,UAE201,"Lufthansa897, AAL195, BAW492",12,265,Descend to avoid traffic
15:27:30,UAE201,"SWA997, Qantas549, BAW186",13,40,Turn left for traffic avoidance
15:28:00,UAE201,"Emirates385, Qantas149, DAL904",6,336,Climb to avoid traffic
15:28:30,UAE201,"Lufthansa259, DAL941, Emirates996",14,201,Maintain separation
15:29:00,UAE201,"JBU516, UAL428, Emirates852",6,322,Descend to avoid traffic
15:29:30,UAE201,"AAL944, UAL421, JBU634",4,301,Maintain separation
15:30:00,UAE201,"Lufthansa888, KLM396, Emirates128",11,318,Descend to avoid traffic
15:30:30,UAE201,"DAL724, AFR698, AAL583",11,305,Turn left for traffic avoidance
15:31:00,UAE201,"JBU250, AFR411, UAL647",8,305,Turn left for traffic avoidance
15:31:30,UAE201,"KLM545, AAL534, Qantas248",8,279,Maintain separation
15:32:00,UAE201,"UAL102, SWA338, Lufthansa316",4,31,Climb to avoid traffic
15:32:30,UAE201,"Qantas488, SWA591, Emirates735",12,140,Turn left for traffic avoidance
15:33:00,UAE201,"BAW854, AAL132, DAL368",6,230,Maintain separation
15:33:30,UAE201,"Lufthansa881, Qantas650, SWA775",8,166,Climb to avoid traffic
15:34:00,UAE201,"JBU303, BAW208, Qantas158",11,187,Turn left for traffic avoidance
15:34:30,UAE201,"JBU320, Lufthansa158, DAL262",10,300,Climb to avoid traffic
15:35:00,UAE201,"AAL560, Emirates589, KLM801",2,127,Descend to avoid traffic
15:35:30,UAE201,"SWA417, AAL791, BAW824",15,83,Descend to avoid traffic
15:36:00,UAE201,"KLM147, JBU622, UAL867",7,160,Turn left for traffic avoidance
15:36:30,UAE201,"Lufthansa742, SWA768, Emirates917",1,14,Maintain separation
15:37:00,UAE201,"SWA727, AAL987, Emirates777",15,203,Increase speed to avoid traffic conflict
15:37:30,UAE201,"Qantas556, AFR768, SWA824",3,106,Descend to avoid traffic
15:38:00,UAE201,"UAL635, AFR746, SWA648",8,39,Climb to avoid traffic
15:38:30,UAE201,"DAL825, Emirates301, AAL888",10,102,Increase speed to avoid traffic conflict
15:39:00,UAE201,"BAW455, DAL658, KLM670",10,76,Descend to avoid traffic
15:39:30,UAE201,"UAL833, KLM104, SWA934",4,113,Climb to avoid traffic
15:40:00,UAE201,"Emirates920, KLM680, AAL103",10,133,Turn left for traffic avoidance
15:40:30,UAE201,"DAL660, Qantas928, AFR389",3,47,Maintain separation
15:41:00,UAE201,"Lufthansa926, Emirates572, SWA551",13,172,Climb to avoid traffic
15:41:30,UAE201,"Emirates989, BAW358, JBU889",3,122,Increase speed to avoid traffic conflict
15:42:00,UAE201,"BAW533, Emirates583, UAL656",15,50,Turn left for traffic avoidance
15:42:30,UAE201,"AFR913, UAL189, KLM590",7,297,Turn left for traffic avoidance
15:43:00,UAE201,"UAL884, AFR183, SWA393",15,108,Climb to avoid traffic
15:43:30,UAE201,"DAL975, SWA282, KLM606",15,78,Climb to avoid traffic
15:44:00,UAE201,"Emirates835, UAL389, Lufthansa760",9,173,Descend to avoid traffic
15:44:30,UAE201,"BAW297, KLM856, SWA422",11,324,Increase speed to avoid traffic conflict
15:45:00,UAE201,"Emirates784, UAL970, JBU511",13,273,Increase speed to avoid traffic conflict
15:45:30,UAE201,"BAW327, Emirates545, KLM276",9,140,Descend to avoid traffic
15:46:00,UAE201,"Lufthansa174, SWA628, JBU352",2,118,Turn left for traffic avoidance
15:46:30,UAE201,"Lufthansa132, KLM537, AAL622",11,341,Descend to avoid traffic
15:47:00,UAE201,"Emirates882, JBU130, UAL619",12,120,Descend to avoid traffic
15:47:30,UAE201,"Lufthansa863, KLM712, Emirates730",15,110,Maintain separation
15:48:00,UAE201,"SWA423, UAL279, KLM527",3,217,Increase speed to avoid traffic conflict
15:48:30,UAE201,"DAL162, Lufthansa634, SWA814",13,185,Turn left for traffic avoidance
15:49:00,UAE201,"AAL499, DAL471, Lufthansa370",7,280,Increase speed to avoid traffic conflict
15:49:30,UAE201,"KLM277, Lufthansa207, DAL299",1,153,Descend to avoid traffic
15:50:00,UAE201,"Emirates244, AAL157, Qantas934",3,239,Climb to avoid traffic
15:50:30,UAE201,"AAL956, SWA449, UAL623",6,67,Turn left for traffic avoidance
15:51:00,UAE201,"Emirates166, UAL942, SWA240",6,182,Descend to avoid traffic
15:51:30,UAE201,"UAL415, JBU163, KLM429",3,193,Increase speed to avoid traffic conflict
15:52:00,UAE201,"Qantas974, KLM833, Emirates418",8,176,Turn left for traffic avoidance
15:52:30,UAE201,"BAW327, JBU936, SWA818",15,13,Climb to avoid traffic
15:53:00,UAE201,"AAL127, DAL691, SWA800",15,78,Descend to avoid traffic
15:53:30,UAE201,"SWA170, Emirates115, AFR387",1,53,Climb to avoid traffic
15:54:00,UAE201,"DAL638, Lufthansa838, AAL140",8,262,Descend to avoid traffic
15:54:30,UAE201,"Emirates547, Qantas988, UAL177",15,67,Climb to avoid traffic
15:55:00,UAE201,"UAL712, Qantas173, AAL949",6,65,Increase speed to avoid traffic conflict
15:55:30,UAE201,"BAW834, SWA327, AAL779",13,73,Maintain separation
15:56:00,UAE201,"AFR286, SWA740, UAL479",4,159,Descend to avoid traffic
15:56:30,UAE201,"BAW480, Lufthansa412, JBU627",10,77,Increase speed to avoid traffic conflict
15:57:00,UAE201,"AFR617, SWA482, UAL622",6,67,Climb to avoid traffic
15:57:30,UAE201,"JBU341, DAL964, BAW462",10,182,Descend to avoid traffic
15:58:00,UAE201,"AAL738, BAW306, Emirates794",2,292,Increase speed to avoid traffic conflict
15:58:30,UAE201,"Emirates452, AFR359, DAL903",15,280,Turn left for traffic avoidance
15:59:00,UAE201,"UAL111, AFR883, BAW397",14,100,Turn left for traffic avoidance
15:59:30,UAE201,"DAL792, Qantas237, SWA504",8,281,Maintain separation
16:00:00,UAE201,"DAL869, KLM348, AFR134",6,349,Turn left for traffic avoidance
16:00:30,UAE201,"Emirates980, KLM768, SWA278",14,301,Climb to avoid traffic
16:01:00,UAE201,"Qantas167, AFR278, BAW951",1,96,Turn left for traffic avoidance
16:01:30,UAE201,"Qantas146, KLM983, BAW730",7,173,Increase speed to avoid traffic conflict
16:02:00,UAE201,"KLM866, Emirates139, Qantas262",1,78,Descend to avoid traffic
16:02:30,UAE201,"SWA839, JBU937, Lufthansa492",5,320,Increase speed to avoid traffic conflict
16:03:00,UAE201,"AFR848, DAL384, Emirates241",13,125,Climb to avoid traffic
16:03:30,UAE201,"Lufthansa470, JBU517, SWA421",8,136,Climb to avoid traffic
16:04:00,UAE201,"AFR964, Qantas775, KLM568",12,98,Maintain separation
16:04:30,UAE201,"Lufthansa397, SWA113, JBU328",10,340,Climb to avoid traffic
16:05:00,UAE201,"JBU852, AAL723, KLM265",13,219,Increase speed to avoid traffic conflict
16:05:30,UAE201,"AAL988, JBU706, AFR924",15,9,Maintain separation
16:06:00,UAE201,"BAW956, Emirates324, KLM125",2,70,Turn left for traffic avoidance
