Time (UTC),Flight Number,Call Sign,Aircraft Type,Communication Type,Communication Content,Altitude (ft),Speed (knots),Heading (degrees),"Position (Latitude°, Longitude°)",Weather Update,NOTAMs,Navigational Information,Flight Manual Reference,Summary
21:56:00,FDB134,FDB134,Airbus A380,Pilot Report,"Runway vacated, taxiing to gate.",25000,1,75,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
21:56:30,UAE175,UAE175,Airbus A380,NOTAM Alert,Temporary flight restriction active over area OM999.,10000,147,83,"25.3286° N, 55.5171° E",,Temporary flight restriction active over area OM999.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
21:57:00,FDB155,FDB155,Airbus A320,Pilot Report,Experiencing moderate turbulence at FL380.,38000,143,16,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
21:57:30,FDB176,FDB176,Boeing 777,Weather Update,Thunderstorms reported along your route near waypoint PASOV.,20000,452,333,"24.9180° N, 55.0728° E",Thunderstorms reported along your route near waypoint PASOV.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
21:58:00,FDB101,FDB101,Boeing 737 MAX,ATC Instruction,Expect holding at waypoint PASOV.,10000,337,124,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
21:58:30,ETD164,ETD164,Boeing 737 MAX,NOTAM Alert,GPS interference reported near waypoint ORSAR.,20000,63,317,"26.0765° N, 56.2406° E",,GPS interference reported near waypoint ORSAR.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
21:59:00,UAE170,UAE170,Airbus A320,ATC Instruction,Expect holding at waypoint PASOV.,5000,444,333,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
21:59:30,ETD194,ETD194,Boeing 737 MAX,Pilot Report,"Cleared turbulence, resuming normal speed.",15000,237,47,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
22:00:00,ABY126,ABY126,Boeing 777,Weather Update,Thunderstorms reported along your route near waypoint PASOV.,35000,250,108,"24.9180° N, 55.0728° E",Thunderstorms reported along your route near waypoint PASOV.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
22:00:30,ETD177,ETD177,Boeing 777,ATC Instruction,"Turn left heading 137, vectors for traffic.",15000,411,137,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
22:01:00,ABY146,ABY146,Airbus A320,ATC Instruction,"Turn left heading 96, vectors for traffic.",41000,147,96,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
22:01:30,FDB166,FDB166,Boeing 737 MAX,ATC Instruction,"Descend and maintain 3000 feet, expect ILS approach runway 09L.",3000,264,233,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
22:02:00,FDB171,FDB171,Boeing 737 MAX,Pilot Report,Engine 2 showing abnormal vibrations.,35000,162,275,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
22:02:30,UAE101,UAE101,Airbus A380,ATC Instruction,Climb and maintain 35000 feet.,35000,294,157,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
22:03:00,ETD109,ETD109,Boeing 787,ATC Instruction,"Turn left heading 128, vectors for traffic.",25000,437,128,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
22:03:30,ABY139,ABY139,Boeing 777,NOTAM Alert,Navigation aid VOR DUB out of service.,0,468,346,"24.9180° N, 55.0728° E",,Navigation aid VOR DUB out of service.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
22:04:00,ABY105,ABY105,Boeing 787,Weather Update,Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,15000,289,97,"24.9180° N, 55.0728° E",Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
22:04:30,FDB141,FDB141,Boeing 737 MAX,ATC Instruction,"Turn left heading 257, vectors for traffic.",25000,419,257,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
22:05:00,ETD152,ETD152,Boeing 787,ATC Instruction,Proceed direct to waypoint DESDI.,35000,98,314,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
22:05:30,UAE197,UAE197,Boeing 787,Weather Update,Visibility reduced to 2 kilometers due to sandstorm at destination.,15000,165,241,"25.2532° N, 55.3657° E",Visibility reduced to 2 kilometers due to sandstorm at destination.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
22:06:00,ETD152,ETD152,Airbus A320,NOTAM Alert,GPS interference reported near waypoint ORSAR.,5000,101,190,"24.9180° N, 55.0728° E",,GPS interference reported near waypoint ORSAR.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
22:06:30,ABY162,ABY162,Boeing 777,Weather Update,Wind shear reported on final approach runway 30L.,41000,171,199,"25.3286° N, 55.5171° E",Wind shear reported on final approach runway 30L.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
22:07:00,ABY132,ABY132,Boeing 787,Pilot Acknowledgment,"Cleared for takeoff runway 30R, ABY132.",30000,37,242,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
22:07:30,ETD189,ETD189,Boeing 737 MAX,Pilot Acknowledgment,"Climb and maintain 30000 feet, ETD189.",30000,119,95,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
22:08:00,ETD137,ETD137,Boeing 737 MAX,ATC Instruction,Climb and maintain 0 feet.,0,118,148,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
22:08:30,ETD125,ETD125,Airbus A380,Pilot Acknowledgment,"Cleared for takeoff runway 30R, ETD125.",0,498,77,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
22:09:00,ABY106,ABY106,Boeing 787,ATC Instruction,Contact departure on 125.5.,41000,72,165,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
22:09:30,ABY112,ABY112,Boeing 737 MAX,Pilot Acknowledgment,"Descend to 20000 feet, expect ILS 09L, ABY112.",20000,125,6,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
22:10:00,ETD125,ETD125,Boeing 737 MAX,Weather Update,Wind shear reported on final approach runway 30L.,25000,218,7,"24.4560° N, 54.6374° E",Wind shear reported on final approach runway 30L.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
22:10:30,UAE124,UAE124,Airbus A320,Weather Update,Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,35000,136,169,"24.4560° N, 54.6374° E",Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
22:11:00,ABY192,ABY192,Boeing 787,Pilot Report,"Runway vacated, taxiing to gate.",20000,160,293,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
22:11:30,UAE164,UAE164,Boeing 787,Pilot Report,"Established on localizer, runway in sight.",5000,387,151,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
22:12:00,ABY192,ABY192,Boeing 777,ATC Instruction,Climb and maintain 41000 feet.,41000,416,207,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
22:12:30,UAE190,UAE190,Boeing 777,Pilot Acknowledgment,"Maintaining present speed, UAE190.",30000,89,307,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
22:13:00,ABY189,ABY189,Airbus A380,Pilot Acknowledgment,"Cleared for takeoff runway 30R, ABY189.",30000,123,136,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
22:13:30,ABY137,ABY137,Boeing 737 MAX,NOTAM Alert,Airspace restriction due to military activity in Al Dhafra region.,0,347,324,"26.0765° N, 56.2406° E",,Airspace restriction due to military activity in Al Dhafra region.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
22:14:00,ABY186,ABY186,Boeing 777,NOTAM Alert,Airspace restriction due to military activity in Al Dhafra region.,10000,440,356,"25.3286° N, 55.5171° E",,Airspace restriction due to military activity in Al Dhafra region.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
22:14:30,ABY114,ABY114,Airbus A320,ATC Instruction,"Turn left heading 101, vectors for traffic.",25000,328,101,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
22:15:00,ETD187,ETD187,Boeing 737 MAX,Weather Update,Moderate turbulence reported at FL250.,25000,343,291,"24.4560° N, 54.6374° E",Moderate turbulence reported at FL250.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
22:15:30,UAE174,UAE174,Boeing 787,Weather Update,Visibility reduced to 2 kilometers due to sandstorm at destination.,41000,489,88,"26.0765° N, 56.2406° E",Visibility reduced to 2 kilometers due to sandstorm at destination.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
22:16:00,FDB183,FDB183,Boeing 787,NOTAM Alert,GPS interference reported near waypoint ORSAR.,38000,360,0,"24.9180° N, 55.0728° E",,GPS interference reported near waypoint ORSAR.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
22:16:30,ETD194,ETD194,Boeing 737 MAX,Pilot Acknowledgment,"Maintaining present speed, ETD194.",0,487,261,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
22:17:00,ABY178,ABY178,Boeing 737 MAX,NOTAM Alert,Temporary flight restriction active over area OM999.,5000,132,315,"24.4560° N, 54.6374° E",,Temporary flight restriction active over area OM999.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
22:17:30,ABY163,ABY163,Boeing 787,Pilot Acknowledgment,"Left heading 231, ABY163.",20000,412,231,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
22:18:00,UAE101,UAE101,Airbus A380,NOTAM Alert,Temporary flight restriction active over area OM999.,38000,176,266,"26.0765° N, 56.2406° E",,Temporary flight restriction active over area OM999.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
22:18:30,ETD170,ETD170,Airbus A320,Pilot Report,"Holding short of runway 12L, ready for departure.",3000,218,277,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
22:19:00,ABY180,ABY180,Boeing 787,Pilot Report,Experiencing moderate turbulence at FL100.,10000,41,51,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
22:19:30,FDB102,FDB102,Boeing 737 MAX,NOTAM Alert,Runway 12R/30L closed from 2200Z to 0400Z.,35000,308,34,"26.0765° N, 56.2406° E",,Runway 12R/30L closed from 2200Z to 0400Z.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
22:20:00,ETD105,ETD105,Boeing 737 MAX,Weather Update,Visibility reduced to 2 kilometers due to sandstorm at destination.,30000,426,149,"25.3286° N, 55.5171° E",Visibility reduced to 2 kilometers due to sandstorm at destination.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
22:20:30,ETD119,ETD119,Boeing 787,Pilot Acknowledgment,"Proceeding direct to DESDI, ETD119.",25000,226,243,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
22:21:00,ETD146,ETD146,Boeing 787,Pilot Acknowledgment,"Holding at PASOV, ETD146.",20000,453,359,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
22:21:30,FDB198,FDB198,Boeing 777,NOTAM Alert,Navigation aid VOR DUB out of service.,15000,210,271,"24.9180° N, 55.0728° E",,Navigation aid VOR DUB out of service.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
22:22:00,UAE150,UAE150,Boeing 787,NOTAM Alert,Airspace restriction due to military activity in Al Dhafra region.,3000,465,343,"25.2532° N, 55.3657° E",,Airspace restriction due to military activity in Al Dhafra region.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
22:22:30,UAE110,UAE110,Airbus A380,ATC Instruction,Climb and maintain 41000 feet.,41000,435,319,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
22:23:00,ETD170,ETD170,Boeing 737 MAX,NOTAM Alert,Airspace restriction due to military activity in Al Dhafra region.,35000,257,228,"24.4560° N, 54.6374° E",,Airspace restriction due to military activity in Al Dhafra region.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
22:23:30,UAE136,UAE136,Boeing 787,Pilot Report,"Cleared turbulence, resuming normal speed.",10000,200,68,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
22:24:00,FDB197,FDB197,Airbus A320,Pilot Acknowledgment,"Switching to 125.5, FDB197.",30000,240,265,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
22:24:30,ABY130,ABY130,Boeing 737 MAX,Weather Update,Visibility reduced to 2 kilometers due to sandstorm at destination.,10000,207,57,"24.4560° N, 54.6374° E",Visibility reduced to 2 kilometers due to sandstorm at destination.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
22:25:00,ETD109,ETD109,Boeing 777,ATC Instruction,Maintain present speed.,30000,367,330,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
22:25:30,ABY162,ABY162,Boeing 777,NOTAM Alert,Runway 12R/30L closed from 2200Z to 0400Z.,25000,496,148,"24.9180° N, 55.0728° E",,Runway 12R/30L closed from 2200Z to 0400Z.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
22:26:00,ABY101,ABY101,Boeing 737 MAX,Pilot Report,Engine 2 showing abnormal vibrations.,25000,484,168,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
22:26:30,ETD188,ETD188,Airbus A320,Weather Update,Visibility reduced to 2 kilometers due to sandstorm at destination.,25000,271,343,"26.0765° N, 56.2406° E",Visibility reduced to 2 kilometers due to sandstorm at destination.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
22:27:00,UAE191,UAE191,Airbus A380,ATC Instruction,Contact departure on 125.5.,15000,430,277,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
22:27:30,ABY123,ABY123,Boeing 787,NOTAM Alert,Temporary flight restriction active over area OM999.,0,287,94,"26.0765° N, 56.2406° E",,Temporary flight restriction active over area OM999.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
22:28:00,FDB126,FDB126,Airbus A380,NOTAM Alert,GPS interference reported near waypoint ORSAR.,3000,244,40,"26.0765° N, 56.2406° E",,GPS interference reported near waypoint ORSAR.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
22:28:30,FDB183,FDB183,Boeing 777,Pilot Acknowledgment,"Descend to 25000 feet, expect ILS 09L, FDB183.",25000,407,53,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
22:29:00,ETD193,ETD193,Airbus A320,NOTAM Alert,Temporary flight restriction active over area OM999.,5000,2,160,"25.3286° N, 55.5171° E",,Temporary flight restriction active over area OM999.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
22:29:30,ETD130,ETD130,Airbus A320,NOTAM Alert,Temporary flight restriction active over area OM999.,38000,307,169,"24.4560° N, 54.6374° E",,Temporary flight restriction active over area OM999.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
22:30:00,ABY156,ABY156,Boeing 777,ATC Instruction,"Descend and maintain 5000 feet, expect ILS approach runway 09L.",5000,300,119,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
22:30:30,ETD164,ETD164,Boeing 777,ATC Instruction,Maintain present speed.,25000,379,340,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
22:31:00,ETD182,ETD182,Boeing 787,Pilot Report,Engine 2 showing abnormal vibrations.,3000,387,23,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
22:31:30,FDB159,FDB159,Airbus A380,Pilot Report,Requesting vectors for weather avoidance.,35000,428,24,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
22:32:00,UAE186,UAE186,Boeing 777,NOTAM Alert,Runway 12R/30L closed from 2200Z to 0400Z.,15000,499,34,"26.0765° N, 56.2406° E",,Runway 12R/30L closed from 2200Z to 0400Z.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
22:32:30,FDB105,FDB105,Boeing 737 MAX,Weather Update,Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,10000,14,271,"24.4560° N, 54.6374° E",Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
22:33:00,ETD113,ETD113,Boeing 737 MAX,Pilot Report,"Passing FL380, climbing to FL380.",38000,82,93,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
22:33:30,FDB131,FDB131,Airbus A380,Weather Update,Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,10000,294,237,"24.4560° N, 54.6374° E",Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
22:34:00,ETD193,ETD193,Boeing 777,NOTAM Alert,Navigation aid VOR DUB out of service.,0,332,303,"25.3286° N, 55.5171° E",,Navigation aid VOR DUB out of service.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
22:34:30,UAE173,UAE173,Boeing 777,ATC Instruction,Proceed direct to waypoint DESDI.,20000,96,283,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
22:35:00,UAE195,UAE195,Boeing 777,NOTAM Alert,Runway 12R/30L closed from 2200Z to 0400Z.,20000,321,172,"25.3286° N, 55.5171° E",,Runway 12R/30L closed from 2200Z to 0400Z.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
22:35:30,UAE191,UAE191,Airbus A320,ATC Instruction,Contact departure on 125.5.,20000,305,163,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
22:36:00,FDB142,FDB142,Boeing 737 MAX,ATC Instruction,Contact departure on 125.5.,0,132,344,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
