Time,Call Sign,Original Route,Updated Route,Fuel Burn Impact (kg),ATC Clearance
13:13:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,537,Cleared
13:13:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,912,Requesting clearance
13:14:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,761,Cleared
13:14:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,554,Denied clearance
13:15:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,351,Denied clearance
13:15:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,506,Cleared
13:16:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,639,Requesting clearance
13:16:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,979,Denied clearance
13:17:00,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,507,Awaiting clearance
13:17:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,262,Denied clearance
13:18:00,UAE201,"('25.2532° N', '55.3657° E')",No change,821,Denied clearance
13:18:30,UAE201,"('26.0765° N', '56.2406° E')",No change,370,Requesting clearance
13:19:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,456,Requesting clearance
13:19:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,684,Awaiting clearance
13:20:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,632,Requesting clearance
13:20:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,781,Awaiting clearance
13:21:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,934,Awaiting clearance
13:21:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,297,Denied clearance
13:22:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,593,Denied clearance
13:22:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,1000,Denied clearance
13:23:00,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,870,Cleared
13:23:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,591,Awaiting clearance
13:24:00,UAE201,"('25.2532° N', '55.3657° E')",No change,216,Requesting clearance
13:24:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,827,Cleared
13:25:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,840,Cleared
13:25:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,983,Cleared
13:26:00,UAE201,"('28.7041° N', '77.1025° E')",No change,857,Awaiting clearance
13:26:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,936,Denied clearance
13:27:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,424,Awaiting clearance
13:27:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,319,Cleared
13:28:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,974,Requesting clearance
13:28:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,974,Denied clearance
13:29:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,896,Requesting clearance
13:29:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,581,Requesting clearance
13:30:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,885,Cleared
13:30:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,490,Denied clearance
13:31:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,714,Awaiting clearance
13:31:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,949,Awaiting clearance
13:32:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,326,Cleared
13:32:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,681,Cleared
13:33:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,938,Requesting clearance
13:33:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,554,Denied clearance
13:34:00,UAE201,"('28.7041° N', '77.1025° E')",No change,544,Requesting clearance
13:34:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,562,Requesting clearance
13:35:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,616,Requesting clearance
13:35:30,UAE201,"('26.0765° N', '56.2406° E')",No change,237,Awaiting clearance
13:36:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,251,Requesting clearance
13:36:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,806,Cleared
13:37:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,447,Requesting clearance
13:37:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,906,Awaiting clearance
13:38:00,UAE201,"('28.7041° N', '77.1025° E')",No change,283,Requesting clearance
13:38:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,365,Cleared
13:39:00,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,544,Requesting clearance
13:39:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,788,Requesting clearance
13:40:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,340,Awaiting clearance
13:40:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,396,Requesting clearance
13:41:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,605,Denied clearance
13:41:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,810,Cleared
13:42:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,913,Cleared
13:42:30,UAE201,"('34.0837° N', '74.7973° E')",No change,478,Awaiting clearance
13:43:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,551,Requesting clearance
13:43:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,335,Denied clearance
13:44:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,442,Denied clearance
13:44:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,441,Awaiting clearance
13:45:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,972,Requesting clearance
13:45:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,826,Cleared
13:46:00,UAE201,"('25.2532° N', '55.3657° E')",No change,890,Cleared
13:46:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,485,Cleared
13:47:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,743,Requesting clearance
13:47:30,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,553,Cleared
13:48:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,233,Awaiting clearance
13:48:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,429,Denied clearance
13:49:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,780,Denied clearance
13:49:30,UAE201,"('28.7041° N', '77.1025° E')",No change,619,Denied clearance
13:50:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,823,Denied clearance
13:50:30,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,601,Awaiting clearance
13:51:00,UAE201,"('25.2532° N', '55.3657° E')",No change,442,Awaiting clearance
13:51:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,873,Denied clearance
13:52:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,886,Requesting clearance
13:52:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,683,Awaiting clearance
13:53:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,992,Awaiting clearance
13:53:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,809,Awaiting clearance
13:54:00,UAE201,"('26.0765° N', '56.2406° E')",No change,882,Awaiting clearance
13:54:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,671,Cleared
13:55:00,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,838,Denied clearance
13:55:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,991,Awaiting clearance
13:56:00,UAE201,"('25.2532° N', '55.3657° E')",No change,307,Denied clearance
13:56:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,479,Cleared
13:57:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,469,Cleared
13:57:30,UAE201,"('25.2532° N', '55.3657° E')",No change,774,Awaiting clearance
13:58:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,926,Cleared
13:58:30,UAE201,"('26.0765° N', '56.2406° E')",No change,545,Cleared
13:59:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,737,Requesting clearance
13:59:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,571,Denied clearance
14:00:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,397,Requesting clearance
14:00:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,677,Requesting clearance
14:01:00,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,924,Requesting clearance
14:01:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,565,Requesting clearance
14:02:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,775,Requesting clearance
14:02:30,UAE201,"('28.7041° N', '77.1025° E')",No change,476,Awaiting clearance
14:03:00,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,802,Awaiting clearance
14:03:30,UAE201,"('25.2532° N', '55.3657° E')",No change,790,Denied clearance
14:04:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,714,Requesting clearance
14:04:30,UAE201,"('28.7041° N', '77.1025° E')",No change,275,Cleared
14:05:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,773,Awaiting clearance
14:05:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,248,Cleared
14:06:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,842,Awaiting clearance
14:06:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,625,Awaiting clearance
14:07:00,UAE201,"('25.2532° N', '55.3657° E')",No change,551,Requesting clearance
14:07:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,440,Cleared
14:08:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,542,Awaiting clearance
14:08:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,654,Awaiting clearance
14:09:00,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,446,Requesting clearance
14:09:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,473,Denied clearance
14:10:00,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,867,Requesting clearance
14:10:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,221,Cleared
14:11:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,730,Awaiting clearance
14:11:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,790,Requesting clearance
14:12:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,257,Awaiting clearance
14:12:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,601,Denied clearance
14:13:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,214,Requesting clearance
14:13:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,792,Denied clearance
14:14:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,813,Awaiting clearance
14:14:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,644,Cleared
14:15:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,847,Requesting clearance
14:15:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,726,Cleared
14:16:00,UAE201,"('28.7041° N', '77.1025° E')",No change,279,Denied clearance
14:16:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,673,Cleared
14:17:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,445,Denied clearance
14:17:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,830,Cleared
14:18:00,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,796,Awaiting clearance
14:18:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,463,Cleared
14:19:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,831,Awaiting clearance
14:19:30,UAE201,"('34.0837° N', '74.7973° E')",No change,966,Denied clearance
14:20:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,644,Requesting clearance
14:20:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,540,Denied clearance
14:21:00,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,954,Denied clearance
14:21:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,831,Denied clearance
14:22:00,UAE201,"('28.7041° N', '77.1025° E')",No change,581,Requesting clearance
14:22:30,UAE201,"('26.0765° N', '56.2406° E')",No change,719,Denied clearance
14:23:00,UAE201,"('26.0765° N', '56.2406° E')",No change,859,Awaiting clearance
14:23:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,600,Denied clearance
14:24:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,313,Awaiting clearance
14:24:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,858,Denied clearance
14:25:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,896,Cleared
14:25:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,200,Denied clearance
14:26:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,534,Denied clearance
14:26:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,606,Awaiting clearance
14:27:00,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,251,Awaiting clearance
14:27:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,810,Cleared
14:28:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,975,Denied clearance
14:28:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,958,Requesting clearance
14:29:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,571,Cleared
14:29:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,358,Requesting clearance
14:30:00,UAE201,"('28.7041° N', '77.1025° E')",No change,389,Denied clearance
14:30:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,327,Cleared
14:31:00,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,508,Requesting clearance
14:31:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,330,Awaiting clearance
14:32:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,832,Denied clearance
14:32:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,443,Cleared
14:33:00,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,275,Cleared
14:33:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,498,Requesting clearance
14:34:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,212,Requesting clearance
14:34:30,UAE201,"('25.2532° N', '55.3657° E')",No change,878,Denied clearance
14:35:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,834,Awaiting clearance
14:35:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,445,Cleared
14:36:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,707,Denied clearance
14:36:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,317,Requesting clearance
