Time,Call Sign,Runway,Status,Taxiway Congestion,Expected Delays (minutes),Gate Assignment
14:55:30,UAE201,09R,Open,High,37,Gate assigned at terminal 3
14:56:00,UAE201,27R,Closed,Moderate,6,Gate assigned at terminal 3
14:56:30,UAE201,09L,Open,Moderate,46,Gate assigned at terminal 3
14:57:00,UAE201,18R,Under Maintenance,High,8,Gate assigned at terminal 3
14:57:30,UAE201,18R,Closed,Moderate,50,Gate assigned at terminal 3
14:58:00,UAE201,09R,Closed,Moderate,8,Gate assigned at terminal 3
14:58:30,UAE201,13L,Open,High,12,Gate assigned at terminal 3
14:59:00,UAE201,09L,Closed,Moderate,24,Gate assigned at terminal 3
14:59:30,UAE201,13L,Under Maintenance,High,43,Gate assigned at terminal 3
15:00:00,UAE201,27R,Under Maintenance,Low,39,Gate assigned at terminal 3
15:00:30,UAE201,13R,Under Maintenance,Moderate,22,Gate assigned at terminal 3
15:01:00,UAE201,18L,Closed,Low,60,Gate assigned at terminal 3
15:01:30,UAE201,18R,Closed,Moderate,32,Gate assigned at terminal 3
15:02:00,UAE201,27L,Under Maintenance,High,32,Gate assigned at terminal 3
15:02:30,UAE201,18L,Under Maintenance,High,49,Gate assigned at terminal 3
15:03:00,UAE201,18R,Closed,High,15,Gate assigned at terminal 3
15:03:30,UAE201,09R,Under Maintenance,Low,50,Gate assigned at terminal 3
15:04:00,UAE201,18R,Open,Moderate,56,Gate assigned at terminal 3
15:04:30,UAE201,18L,Under Maintenance,Moderate,59,Gate assigned at terminal 3
15:05:00,UAE201,18R,Open,Moderate,32,Gate assigned at terminal 3
15:05:30,UAE201,18L,Open,High,46,Gate assigned at terminal 3
15:06:00,UAE201,13R,Closed,High,35,Gate assigned at terminal 3
15:06:30,UAE201,27R,Closed,Low,57,Gate assigned at terminal 3
15:07:00,UAE201,09L,Open,Moderate,60,Gate assigned at terminal 3
15:07:30,UAE201,09R,Closed,Moderate,20,Gate assigned at terminal 3
15:08:00,UAE201,18R,Open,Low,41,Gate assigned at terminal 3
15:08:30,UAE201,09L,Closed,High,25,Gate assigned at terminal 3
15:09:00,UAE201,27R,Open,Low,2,Gate assigned at terminal 3
15:09:30,UAE201,27R,Closed,High,56,Gate assigned at terminal 3
15:10:00,UAE201,13R,Under Maintenance,Moderate,37,Gate assigned at terminal 3
15:10:30,UAE201,13L,Open,High,51,Gate assigned at terminal 3
15:11:00,UAE201,27L,Closed,Moderate,13,Gate assigned at terminal 3
15:11:30,UAE201,18R,Closed,High,7,Gate assigned at terminal 3
15:12:00,UAE201,13L,Open,Moderate,28,Gate assigned at terminal 3
15:12:30,UAE201,09L,Under Maintenance,High,9,Gate assigned at terminal 3
15:13:00,UAE201,27R,Open,Low,7,Gate assigned at terminal 3
15:13:30,UAE201,13R,Open,Moderate,9,Gate assigned at terminal 3
15:14:00,UAE201,13L,Closed,Low,8,Gate assigned at terminal 3
15:14:30,UAE201,27L,Open,Low,15,Gate assigned at terminal 3
15:15:00,UAE201,27L,Closed,Moderate,0,Gate assigned at terminal 3
15:15:30,UAE201,09R,Under Maintenance,Moderate,17,Gate assigned at terminal 3
15:16:00,UAE201,09R,Under Maintenance,High,33,Gate assigned at terminal 3
15:16:30,UAE201,27L,Open,Moderate,58,Gate assigned at terminal 3
15:17:00,UAE201,13R,Open,High,53,Gate assigned at terminal 3
15:17:30,UAE201,09L,Open,High,31,Gate assigned at terminal 3
15:18:00,UAE201,18R,Under Maintenance,Moderate,41,Gate assigned at terminal 3
15:18:30,UAE201,27R,Open,High,10,Gate assigned at terminal 3
15:19:00,UAE201,18R,Open,High,60,Gate assigned at terminal 3
15:19:30,UAE201,09R,Under Maintenance,Moderate,6,Gate assigned at terminal 3
15:20:00,UAE201,18R,Under Maintenance,High,29,Gate assigned at terminal 3
15:20:30,UAE201,13R,Under Maintenance,Low,55,Gate assigned at terminal 3
15:21:00,UAE201,18R,Under Maintenance,High,46,Gate assigned at terminal 3
15:21:30,UAE201,18L,Open,Moderate,47,Gate assigned at terminal 3
15:22:00,UAE201,09L,Closed,High,38,Gate assigned at terminal 3
15:22:30,UAE201,13L,Under Maintenance,Low,4,Gate assigned at terminal 3
15:23:00,UAE201,09L,Closed,Low,27,Gate assigned at terminal 3
15:23:30,UAE201,27R,Under Maintenance,Moderate,15,Gate assigned at terminal 3
15:24:00,UAE201,18R,Open,Low,30,Gate assigned at terminal 3
15:24:30,UAE201,09L,Closed,Moderate,55,Gate assigned at terminal 3
15:25:00,UAE201,09R,Open,Low,39,Gate assigned at terminal 3
15:25:30,UAE201,13R,Open,Low,22,Gate assigned at terminal 3
15:26:00,UAE201,18R,Under Maintenance,High,26,Gate assigned at terminal 3
15:26:30,UAE201,09L,Open,High,41,Gate assigned at terminal 3
15:27:00,UAE201,09L,Open,Low,55,Gate assigned at terminal 3
15:27:30,UAE201,09L,Closed,Moderate,17,Gate assigned at terminal 3
15:28:00,UAE201,09R,Closed,Moderate,56,Gate assigned at terminal 3
15:28:30,UAE201,27L,Under Maintenance,High,30,Gate assigned at terminal 3
15:29:00,UAE201,27R,Open,Low,38,Gate assigned at terminal 3
15:29:30,UAE201,09R,Open,Moderate,46,Gate assigned at terminal 3
15:30:00,UAE201,18R,Under Maintenance,Moderate,6,Gate assigned at terminal 3
15:30:30,UAE201,13R,Closed,Low,56,Gate assigned at terminal 3
15:31:00,UAE201,18R,Closed,Moderate,28,Gate assigned at terminal 3
15:31:30,UAE201,18R,Open,Moderate,27,Gate assigned at terminal 3
15:32:00,UAE201,27L,Under Maintenance,Moderate,60,Gate assigned at terminal 3
15:32:30,UAE201,13L,Under Maintenance,Low,55,Gate assigned at terminal 3
15:33:00,UAE201,09L,Closed,Low,55,Gate assigned at terminal 3
15:33:30,UAE201,27L,Closed,High,11,Gate assigned at terminal 3
15:34:00,UAE201,27L,Open,High,31,Gate assigned at terminal 3
15:34:30,UAE201,18L,Under Maintenance,Low,31,Gate assigned at terminal 3
15:35:00,UAE201,18R,Under Maintenance,Low,54,Gate assigned at terminal 3
15:35:30,UAE201,27R,Open,Low,0,Gate assigned at terminal 3
15:36:00,UAE201,27R,Open,Low,20,Gate assigned at terminal 3
15:36:30,UAE201,13L,Under Maintenance,High,11,Gate assigned at terminal 3
15:37:00,UAE201,13L,Open,High,54,Gate assigned at terminal 3
15:37:30,UAE201,09R,Under Maintenance,High,46,Gate assigned at terminal 3
15:38:00,UAE201,27L,Open,Moderate,45,Gate assigned at terminal 3
15:38:30,UAE201,09R,Closed,Low,53,Gate assigned at terminal 3
15:39:00,UAE201,09R,Open,Low,47,Gate assigned at terminal 3
15:39:30,UAE201,18L,Open,Low,34,Gate assigned at terminal 3
15:40:00,UAE201,09L,Closed,Low,44,Gate assigned at terminal 3
15:40:30,UAE201,09R,Under Maintenance,Moderate,2,Gate assigned at terminal 3
15:41:00,UAE201,09R,Open,Moderate,37,Gate assigned at terminal 3
15:41:30,UAE201,13R,Under Maintenance,Low,25,Gate assigned at terminal 3
15:42:00,UAE201,09R,Closed,Moderate,14,Gate assigned at terminal 3
15:42:30,UAE201,09L,Under Maintenance,Low,59,Gate assigned at terminal 3
15:43:00,UAE201,18L,Closed,Moderate,57,Gate assigned at terminal 3
15:43:30,UAE201,13L,Closed,High,54,Gate assigned at terminal 3
15:44:00,UAE201,27R,Under Maintenance,Low,32,Gate assigned at terminal 3
15:44:30,UAE201,13L,Open,Low,55,Gate assigned at terminal 3
15:45:00,UAE201,09L,Closed,Low,23,Gate assigned at terminal 3
15:45:30,UAE201,13L,Under Maintenance,High,44,Gate assigned at terminal 3
15:46:00,UAE201,13L,Under Maintenance,Moderate,32,Gate assigned at terminal 3
15:46:30,UAE201,13R,Open,High,40,Gate assigned at terminal 3
15:47:00,UAE201,18L,Under Maintenance,Low,32,Gate assigned at terminal 3
15:47:30,UAE201,13R,Under Maintenance,Low,11,Gate assigned at terminal 3
15:48:00,UAE201,18L,Closed,Moderate,49,Gate assigned at terminal 3
15:48:30,UAE201,09L,Under Maintenance,High,32,Gate assigned at terminal 3
15:49:00,UAE201,09L,Closed,Moderate,6,Gate assigned at terminal 3
15:49:30,UAE201,09L,Under Maintenance,High,49,Gate assigned at terminal 3
15:50:00,UAE201,09R,Closed,High,26,Gate assigned at terminal 3
15:50:30,UAE201,13R,Closed,High,59,Gate assigned at terminal 3
15:51:00,UAE201,09L,Closed,Moderate,34,Gate assigned at terminal 3
15:51:30,UAE201,09L,Open,High,19,Gate assigned at terminal 3
15:52:00,UAE201,27R,Closed,Low,35,Gate assigned at terminal 3
15:52:30,UAE201,27R,Under Maintenance,High,4,Gate assigned at terminal 3
15:53:00,UAE201,18R,Closed,Moderate,48,Gate assigned at terminal 3
15:53:30,UAE201,09L,Closed,Low,58,Gate assigned at terminal 3
15:54:00,UAE201,27R,Open,High,30,Gate assigned at terminal 3
15:54:30,UAE201,09R,Closed,High,39,Gate assigned at terminal 3
15:55:00,UAE201,27L,Open,High,4,Gate assigned at terminal 3
15:55:30,UAE201,18L,Closed,Moderate,16,Gate assigned at terminal 3
15:56:00,UAE201,09R,Under Maintenance,Low,1,Gate assigned at terminal 3
15:56:30,UAE201,09R,Closed,High,45,Gate assigned at terminal 3
15:57:00,UAE201,18L,Closed,Moderate,29,Gate assigned at terminal 3
15:57:30,UAE201,18L,Under Maintenance,Moderate,2,Gate assigned at terminal 3
15:58:00,UAE201,27L,Under Maintenance,Moderate,5,Gate assigned at terminal 3
15:58:30,UAE201,27R,Under Maintenance,Low,25,Gate assigned at terminal 3
15:59:00,UAE201,13R,Under Maintenance,High,32,Gate assigned at terminal 3
15:59:30,UAE201,27L,Open,Low,16,Gate assigned at terminal 3
16:00:00,UAE201,27L,Open,Low,47,Gate assigned at terminal 3
16:00:30,UAE201,27R,Under Maintenance,Low,45,Gate assigned at terminal 3
16:01:00,UAE201,18R,Closed,High,10,Gate assigned at terminal 3
16:01:30,UAE201,18R,Open,Moderate,9,Gate assigned at terminal 3
16:02:00,UAE201,13L,Under Maintenance,Low,40,Gate assigned at terminal 3
16:02:30,UAE201,13L,Open,Low,7,Gate assigned at terminal 3
16:03:00,UAE201,27R,Closed,Low,37,Gate assigned at terminal 3
16:03:30,UAE201,18L,Under Maintenance,High,2,Gate assigned at terminal 3
16:04:00,UAE201,13R,Under Maintenance,Moderate,17,Gate assigned at terminal 3
16:04:30,UAE201,13R,Closed,Moderate,27,Gate assigned at terminal 3
16:05:00,UAE201,27L,Closed,Low,43,Gate assigned at terminal 3
16:05:30,UAE201,13R,Under Maintenance,High,15,Gate assigned at terminal 3
16:06:00,UAE201,18R,Closed,Moderate,50,Gate assigned at terminal 3
16:06:30,UAE201,27R,Open,Low,8,Gate assigned at terminal 3
16:07:00,UAE201,13L,Under Maintenance,Low,22,Gate assigned at terminal 3
16:07:30,UAE201,09L,Closed,High,48,Gate assigned at terminal 3
16:08:00,UAE201,13R,Open,Moderate,32,Gate assigned at terminal 3
16:08:30,UAE201,09R,Under Maintenance,Low,49,Gate assigned at terminal 3
16:09:00,UAE201,27R,Closed,Low,46,Gate assigned at terminal 3
16:09:30,UAE201,27R,Under Maintenance,High,0,Gate assigned at terminal 3
16:10:00,UAE201,13L,Open,Low,27,Gate assigned at terminal 3
16:10:30,UAE201,09L,Open,Moderate,5,Gate assigned at terminal 3
16:11:00,UAE201,09R,Closed,Low,9,Gate assigned at terminal 3
16:11:30,UAE201,27R,Under Maintenance,Moderate,20,Gate assigned at terminal 3
16:12:00,UAE201,18R,Under Maintenance,Low,7,Gate assigned at terminal 3
16:12:30,UAE201,13R,Under Maintenance,Moderate,12,Gate assigned at terminal 3
16:13:00,UAE201,09L,Closed,High,53,Gate assigned at terminal 3
16:13:30,UAE201,09L,Open,High,23,Gate assigned at terminal 3
16:14:00,UAE201,18R,Closed,Moderate,1,Gate assigned at terminal 3
16:14:30,UAE201,27L,Open,Low,14,Gate assigned at terminal 3
16:15:00,UAE201,18L,Open,High,5,Gate assigned at terminal 3
16:15:30,UAE201,13R,Under Maintenance,Low,38,Gate assigned at terminal 3
16:16:00,UAE201,13L,Open,Low,10,Gate assigned at terminal 3
16:16:30,UAE201,27R,Under Maintenance,High,19,Gate assigned at terminal 3
16:17:00,UAE201,27R,Open,Moderate,10,Gate assigned at terminal 3
16:17:30,UAE201,18L,Closed,Moderate,30,Gate assigned at terminal 3
16:18:00,UAE201,27R,Under Maintenance,Low,21,Gate assigned at terminal 3
16:18:30,UAE201,13L,Closed,Low,36,Gate assigned at terminal 3
16:19:00,UAE201,13L,Under Maintenance,Moderate,10,Gate assigned at terminal 3
16:19:30,UAE201,13L,Closed,Low,26,Gate assigned at terminal 3
16:20:00,UAE201,18R,Open,Moderate,11,Gate assigned at terminal 3
16:20:30,UAE201,09R,Open,Moderate,22,Gate assigned at terminal 3
16:21:00,UAE201,09R,Closed,Moderate,38,Gate assigned at terminal 3
16:21:30,UAE201,09L,Open,Moderate,43,Gate assigned at terminal 3
16:22:00,UAE201,09R,Closed,High,13,Gate assigned at terminal 3
16:22:30,UAE201,13L,Open,Low,21,Gate assigned at terminal 3
16:23:00,UAE201,18L,Open,Moderate,3,Gate assigned at terminal 3
16:23:30,UAE201,09L,Open,Low,25,Gate assigned at terminal 3
16:24:00,UAE201,09R,Under Maintenance,High,3,Gate assigned at terminal 3
16:24:30,UAE201,18R,Open,Moderate,13,Gate assigned at terminal 3
16:25:00,UAE201,27R,Closed,Low,19,Gate assigned at terminal 3
16:25:30,UAE201,09L,Open,High,39,Gate assigned at terminal 3
16:26:00,UAE201,09R,Open,High,57,Gate assigned at terminal 3
16:26:30,UAE201,13L,Closed,High,22,Gate assigned at terminal 3
16:27:00,UAE201,18R,Closed,Moderate,43,Gate assigned at terminal 3
16:27:30,UAE201,18L,Under Maintenance,High,4,Gate assigned at terminal 3
16:28:00,UAE201,09L,Closed,High,24,Gate assigned at terminal 3
16:28:30,UAE201,27R,Closed,Moderate,42,Gate assigned at terminal 3
16:29:00,UAE201,18L,Open,Moderate,44,Gate assigned at terminal 3
16:29:30,UAE201,13R,Open,High,22,Gate assigned at terminal 3
16:30:00,UAE201,27L,Closed,High,43,Gate assigned at terminal 3
16:30:30,UAE201,09L,Closed,High,38,Gate assigned at terminal 3
16:31:00,UAE201,09L,Closed,High,53,Gate assigned at terminal 3
16:31:30,UAE201,27L,Under Maintenance,High,28,Gate assigned at terminal 3
16:32:00,UAE201,09L,Under Maintenance,Low,50,Gate assigned at terminal 3
16:32:30,UAE201,27R,Open,Moderate,27,Gate assigned at terminal 3
16:33:00,UAE201,18R,Closed,High,55,Gate assigned at terminal 3
16:33:30,UAE201,13R,Open,Moderate,0,Gate assigned at terminal 3
16:34:00,UAE201,13L,Open,Moderate,22,Gate assigned at terminal 3
16:34:30,UAE201,27L,Under Maintenance,Low,47,Gate assigned at terminal 3
16:35:00,UAE201,13R,Under Maintenance,Low,9,Gate assigned at terminal 3
16:35:30,UAE201,13R,Under Maintenance,Moderate,35,Gate assigned at terminal 3
16:36:00,UAE201,18R,Under Maintenance,Low,35,Gate assigned at terminal 3
16:36:30,UAE201,18L,Closed,High,23,Gate assigned at terminal 3
16:37:00,UAE201,09R,Closed,Moderate,30,Gate assigned at terminal 3
16:37:30,UAE201,13L,Open,Low,51,Gate assigned at terminal 3
16:38:00,UAE201,13L,Closed,High,31,Gate assigned at terminal 3
16:38:30,UAE201,13R,Under Maintenance,High,48,Gate assigned at terminal 3
16:39:00,UAE201,27L,Under Maintenance,Moderate,39,Gate assigned at terminal 3
16:39:30,UAE201,27R,Open,Low,25,Gate assigned at terminal 3
16:40:00,UAE201,09L,Closed,Moderate,2,Gate assigned at terminal 3
16:40:30,UAE201,18R,Open,Moderate,23,Gate assigned at terminal 3
16:41:00,UAE201,09L,Closed,Moderate,2,Gate assigned at terminal 3
16:41:30,UAE201,09R,Under Maintenance,High,3,Gate assigned at terminal 3
16:42:00,UAE201,13R,Open,High,56,Gate assigned at terminal 3
16:42:30,UAE201,13L,Under Maintenance,Moderate,60,Gate assigned at terminal 3
16:43:00,UAE201,18R,Open,Moderate,9,Gate assigned at terminal 3
16:43:30,UAE201,27L,Open,High,23,Gate assigned at terminal 3
16:44:00,UAE201,27R,Closed,High,25,Gate assigned at terminal 3
16:44:30,UAE201,13L,Under Maintenance,Moderate,29,Gate assigned at terminal 3
16:45:00,UAE201,13L,Under Maintenance,High,6,Gate assigned at terminal 3
16:45:30,UAE201,09R,Under Maintenance,High,1,Gate assigned at terminal 3
16:46:00,UAE201,27L,Open,Low,7,Gate assigned at terminal 3
16:46:30,UAE201,13L,Under Maintenance,High,30,Gate assigned at terminal 3
16:47:00,UAE201,13L,Closed,High,34,Gate assigned at terminal 3
16:47:30,UAE201,13R,Under Maintenance,Low,36,Gate assigned at terminal 3
16:48:00,UAE201,13R,Open,Low,54,Gate assigned at terminal 3
16:48:30,UAE201,09L,Under Maintenance,High,31,Gate assigned at terminal 3
16:49:00,UAE201,09L,Open,Moderate,3,Gate assigned at terminal 3
16:49:30,UAE201,13L,Open,Moderate,9,Gate assigned at terminal 3
16:50:00,UAE201,13R,Closed,High,45,Gate assigned at terminal 3
16:50:30,UAE201,13L,Open,Moderate,47,Gate assigned at terminal 3
16:51:00,UAE201,18L,Closed,Low,14,Gate assigned at terminal 3
16:51:30,UAE201,13L,Closed,Low,21,Gate assigned at terminal 3
16:52:00,UAE201,13R,Open,Moderate,17,Gate assigned at terminal 3
16:52:30,UAE201,09L,Under Maintenance,Moderate,43,Gate assigned at terminal 3
16:53:00,UAE201,13R,Closed,High,46,Gate assigned at terminal 3
16:53:30,UAE201,13L,Open,Low,26,Gate assigned at terminal 3
16:54:00,UAE201,13R,Under Maintenance,Low,9,Gate assigned at terminal 3
16:54:30,UAE201,09R,Open,Moderate,36,Gate assigned at terminal 3
16:55:00,UAE201,09L,Open,Moderate,16,Gate assigned at terminal 3
16:55:30,UAE201,13R,Under Maintenance,High,57,Gate assigned at terminal 3
16:56:00,UAE201,09R,Open,Moderate,36,Gate assigned at terminal 3
16:56:30,UAE201,13R,Closed,High,16,Gate assigned at terminal 3
16:57:00,UAE201,27L,Under Maintenance,Moderate,2,Gate assigned at terminal 3
16:57:30,UAE201,27L,Under Maintenance,High,50,Gate assigned at terminal 3
16:58:00,UAE201,18L,Open,Low,31,Gate assigned at terminal 3
16:58:30,UAE201,27R,Under Maintenance,Low,26,Gate assigned at terminal 3
16:59:00,UAE201,27L,Open,Low,57,Gate assigned at terminal 3
16:59:30,UAE201,13L,Under Maintenance,High,15,Gate assigned at terminal 3
17:00:00,UAE201,09R,Under Maintenance,Moderate,19,Gate assigned at terminal 3
17:00:30,UAE201,09R,Open,Low,32,Gate assigned at terminal 3
17:01:00,UAE201,09R,Open,Moderate,55,Gate assigned at terminal 3
17:01:30,UAE201,27L,Under Maintenance,Low,32,Gate assigned at terminal 3
17:02:00,UAE201,13L,Closed,High,38,Gate assigned at terminal 3
17:02:30,UAE201,18R,Open,Moderate,58,Gate assigned at terminal 3
17:03:00,UAE201,27L,Under Maintenance,High,41,Gate assigned at terminal 3
17:03:30,UAE201,18L,Closed,Moderate,7,Gate assigned at terminal 3
17:04:00,UAE201,13R,Open,Low,43,Gate assigned at terminal 3
17:04:30,UAE201,27R,Open,Low,37,Gate assigned at terminal 3
17:05:00,UAE201,27R,Open,Moderate,14,Gate assigned at terminal 3
17:05:30,UAE201,13R,Under Maintenance,Moderate,30,Gate assigned at terminal 3
17:06:00,UAE201,09R,Under Maintenance,Moderate,23,Gate assigned at terminal 3
17:06:30,UAE201,13R,Closed,High,29,Gate assigned at terminal 3
17:07:00,UAE201,18L,Under Maintenance,Moderate,0,Gate assigned at terminal 3
17:07:30,UAE201,18L,Open,Low,17,Gate assigned at terminal 3
17:08:00,UAE201,27L,Open,Moderate,55,Gate assigned at terminal 3
17:08:30,UAE201,09R,Open,Moderate,12,Gate assigned at terminal 3
17:09:00,UAE201,09R,Open,High,38,Gate assigned at terminal 3
17:09:30,UAE201,18L,Open,Moderate,46,Gate assigned at terminal 3
17:10:00,UAE201,27L,Closed,High,49,Gate assigned at terminal 3
17:10:30,UAE201,09R,Open,Moderate,42,Gate assigned at terminal 3
17:11:00,UAE201,27R,Under Maintenance,Moderate,21,Gate assigned at terminal 3
17:11:30,UAE201,09R,Closed,High,50,Gate assigned at terminal 3
17:12:00,UAE201,13L,Under Maintenance,Low,48,Gate assigned at terminal 3
17:12:30,UAE201,09L,Closed,Low,24,Gate assigned at terminal 3
17:13:00,UAE201,18R,Open,Moderate,3,Gate assigned at terminal 3
17:13:30,UAE201,27R,Under Maintenance,Moderate,44,Gate assigned at terminal 3
17:14:00,UAE201,13L,Open,High,38,Gate assigned at terminal 3
17:14:30,UAE201,09R,Open,High,41,Gate assigned at terminal 3
17:15:00,UAE201,13L,Under Maintenance,Low,39,Gate assigned at terminal 3
17:15:30,UAE201,18R,Open,High,8,Gate assigned at terminal 3
17:16:00,UAE201,27L,Open,Low,24,Gate assigned at terminal 3
17:16:30,UAE201,27L,Closed,Moderate,60,Gate assigned at terminal 3
17:17:00,UAE201,27L,Under Maintenance,High,41,Gate assigned at terminal 3
17:17:30,UAE201,18L,Open,Moderate,8,Gate assigned at terminal 3
17:18:00,UAE201,18R,Open,Moderate,28,Gate assigned at terminal 3
17:18:30,UAE201,18L,Closed,High,16,Gate assigned at terminal 3
17:19:00,UAE201,09L,Under Maintenance,Moderate,58,Gate assigned at terminal 3
17:19:30,UAE201,09L,Open,High,18,Gate assigned at terminal 3
17:20:00,UAE201,13R,Closed,Moderate,3,Gate assigned at terminal 3
17:20:30,UAE201,13L,Open,Moderate,33,Gate assigned at terminal 3
17:21:00,UAE201,18L,Under Maintenance,High,46,Gate assigned at terminal 3
17:21:30,UAE201,27R,Open,Moderate,14,Gate assigned at terminal 3
17:22:00,UAE201,13L,Closed,Moderate,42,Gate assigned at terminal 3
17:22:30,UAE201,13L,Under Maintenance,Moderate,60,Gate assigned at terminal 3
17:23:00,UAE201,27R,Under Maintenance,High,14,Gate assigned at terminal 3
17:23:30,UAE201,27L,Under Maintenance,Moderate,24,Gate assigned at terminal 3
17:24:00,UAE201,13R,Closed,High,9,Gate assigned at terminal 3
17:24:30,UAE201,27R,Under Maintenance,High,13,Gate assigned at terminal 3
