Time,Call Sign,Communication Type,Message Content,Altitude (ft),Speed (knots),Heading (degrees),Position
11:58:30,UAE201,Pilot Acknowledgment,"Descending to 25000 feet, UAE201.",25000,441,153,"('40.6413° N', '-73.7781° W')"
11:59:00,UAE201,Pilot Report,"Passing FL250, climbing to FL350.",25000,402,302,"('25.2532° N', '55.3657° E')"
11:59:30,UAE201,ATC Instruction,Proceed to final approach and maintain 20000 feet.,20000,491,191,"('40.6413° N', '-73.7781° W')"
12:00:00,UAE201,Pilot Acknowledgment,"Climb and maintain 20000 feet, UAE201.",20000,424,15,"('34.0837° N', '74.7973° E')"
12:00:30,UAE201,ATC Instruction,Switch to ground control on 121.9.,10000,464,130,"('34.0837° N', '74.7973° E')"
12:01:00,UAE201,Pilot Acknowledgment,"Switching to 124.7, UAE201.",15000,449,118,"('28.7041° N', '77.1025° E')"
12:01:30,UAE201,ATC Instruction,Hold short of runway 12R.,25000,468,196,"('28.7041° N', '77.1025° E')"
12:02:00,UAE201,ATC Instruction,Switch to ground control on 121.9.,10000,416,264,"('25.2532° N', '55.3657° E')"
12:02:30,UAE201,ATC Instruction,Switch to ground control on 121.9.,25000,430,226,"('26.0765° N', '56.2406° E')"
12:03:00,UAE201,Pilot Acknowledgment,"Holding short of runway 12R, UAE201.",5000,422,125,"('25.2532° N', '55.3657° E')"
12:03:30,UAE201,ATC Instruction,Reduce speed to 250 knots.,25000,493,269,"('34.0837° N', '74.7973° E')"
12:04:00,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",15000,408,128,"('25.2532° N', '55.3657° E')"
12:04:30,UAE201,ATC Instruction,Expect vectors for ILS approach to runway 13R.,30000,434,274,"('34.0837° N', '74.7973° E')"
12:05:00,UAE201,ATC Instruction,Taxi to gate via taxiway Bravo.,30000,481,5,"('40.6413° N', '-73.7781° W')"
12:05:30,UAE201,ATC Instruction,Contact center on 126.1 for further instructions.,10000,499,1,"('34.0837° N', '74.7973° E')"
12:06:00,UAE201,ATC Instruction,Switch to ground control on 121.9.,20000,423,112,"('25.2532° N', '55.3657° E')"
12:06:30,UAE201,Pilot Acknowledgment,"Descending to 15000 feet, expect ILS runway 27, UAE201.",15000,489,237,"('25.2532° N', '55.3657° E')"
12:07:00,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,30000,441,104,"('25.2532° N', '55.3657° E')"
12:07:30,UAE201,Pilot Acknowledgment,"Maintaining present speed, UAE201.",35000,407,149,"('25.2532° N', '55.3657° E')"
12:08:00,UAE201,Pilot Acknowledgment,"Descending to 10000 feet, expect ILS runway 27, UAE201.",10000,442,201,"('34.0837° N', '74.7973° E')"
12:08:30,UAE201,Pilot Acknowledgment,"Reducing speed to 250 knots, UAE201.",35000,420,71,"('40.6413° N', '-73.7781° W')"
12:09:00,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",5000,428,356,"('26.0765° N', '56.2406° E')"
12:09:30,UAE201,ATC Instruction,Proceed to final approach and maintain 35000 feet.,35000,474,9,"('34.0837° N', '74.7973° E')"
12:10:00,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",35000,448,10,"('28.7041° N', '77.1025° E')"
12:10:30,UAE201,Pilot Report,Experiencing moderate turbulence at FL300.,30000,466,19,"('25.2532° N', '55.3657° E')"
12:11:00,UAE201,ATC Instruction,Request speed reduction due to traffic ahead.,35000,487,59,"('34.0837° N', '74.7973° E')"
12:11:30,UAE201,ATC Instruction,Cross runway 09L and continue taxi to terminal.,5000,427,120,"('40.6413° N', '-73.7781° W')"
12:12:00,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",10000,425,339,"('40.6413° N', '-73.7781° W')"
12:12:30,UAE201,Pilot Report,Experiencing moderate turbulence at FL150.,15000,446,196,"('34.0837° N', '74.7973° E')"
12:13:00,UAE201,ATC Instruction,Expect vectors for ILS approach to runway 13R.,15000,484,128,"('28.7041° N', '77.1025° E')"
12:13:30,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,10000,443,155,"('34.0837° N', '74.7973° E')"
12:14:00,UAE201,ATC Instruction,Descend to 25000 feet and prepare for approach.,25000,412,155,"('34.0837° N', '74.7973° E')"
12:14:30,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",15000,467,96,"('28.7041° N', '77.1025° E')"
12:15:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",35000,495,156,"('26.0765° N', '56.2406° E')"
12:15:30,UAE201,Pilot Report,Requesting vectors for weather avoidance.,20000,442,65,"('34.0837° N', '74.7973° E')"
12:16:00,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",20000,475,224,"('25.2532° N', '55.3657° E')"
12:16:30,UAE201,Pilot Report,Experiencing moderate turbulence at FL50.,5000,462,36,"('28.7041° N', '77.1025° E')"
12:17:00,UAE201,Pilot Report,"Passing FL350, climbing to FL350.",35000,479,167,"('25.2532° N', '55.3657° E')"
12:17:30,UAE201,ATC Instruction,Contact center on 126.1 for further instructions.,30000,449,128,"('25.2532° N', '55.3657° E')"
12:18:00,UAE201,ATC Instruction,Expect vectors for ILS approach to runway 13R.,5000,448,332,"('40.6413° N', '-73.7781° W')"
12:18:30,UAE201,Pilot Report,"Established on localizer, runway in sight.",15000,406,242,"('26.0765° N', '56.2406° E')"
12:19:00,UAE201,Pilot Report,"Established on localizer, runway in sight.",35000,448,324,"('25.2532° N', '55.3657° E')"
12:19:30,UAE201,Pilot Report,"Established on localizer, runway in sight.",20000,486,307,"('34.0837° N', '74.7973° E')"
12:20:00,UAE201,ATC Instruction,Proceed to final approach and maintain 30000 feet.,30000,456,47,"('34.0837° N', '74.7973° E')"
12:20:30,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",25000,415,101,"('34.0837° N', '74.7973° E')"
12:21:00,UAE201,ATC Instruction,Cleared for takeoff runway 09L.,30000,454,98,"('34.0837° N', '74.7973° E')"
12:21:30,UAE201,ATC Instruction,Cleared for takeoff runway 09L.,30000,429,182,"('25.2532° N', '55.3657° E')"
12:22:00,UAE201,ATC Instruction,Contact departure on 124.7.,30000,416,25,"('34.0837° N', '74.7973° E')"
12:22:30,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,35000,473,193,"('40.6413° N', '-73.7781° W')"
12:23:00,UAE201,Pilot Report,"Established on localizer, runway in sight.",5000,436,329,"('34.0837° N', '74.7973° E')"
12:23:30,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",15000,467,313,"('34.0837° N', '74.7973° E')"
12:24:00,UAE201,Pilot Report,"Passing FL50, climbing to FL350.",5000,424,52,"('25.2532° N', '55.3657° E')"
12:24:30,UAE201,ATC Instruction,"Turn left heading 132, vectors for traffic.",25000,460,132,"('25.2532° N', '55.3657° E')"
12:25:00,UAE201,ATC Instruction,Taxi to gate via taxiway Bravo.,15000,454,137,"('25.2532° N', '55.3657° E')"
12:25:30,UAE201,Pilot Report,"Established on localizer, runway in sight.",20000,485,314,"('28.7041° N', '77.1025° E')"
12:26:00,UAE201,Pilot Report,Requesting vectors for weather avoidance.,10000,490,332,"('28.7041° N', '77.1025° E')"
12:26:30,UAE201,ATC Instruction,"Turn left heading 279, vectors for traffic.",15000,415,279,"('28.7041° N', '77.1025° E')"
12:27:00,UAE201,Pilot Acknowledgment,"Maintaining present speed, UAE201.",25000,445,321,"('26.0765° N', '56.2406° E')"
12:27:30,UAE201,Pilot Acknowledgment,"Proceeding to final approach, maintaining 10000 feet, UAE201.",10000,492,139,"('26.0765° N', '56.2406° E')"
12:28:00,UAE201,Pilot Report,"Passing FL100, climbing to FL350.",10000,400,196,"('26.0765° N', '56.2406° E')"
12:28:30,UAE201,Pilot Report,Requesting vectors for weather avoidance.,15000,417,193,"('26.0765° N', '56.2406° E')"
12:29:00,UAE201,Pilot Report,Requesting vectors for weather avoidance.,15000,443,38,"('34.0837° N', '74.7973° E')"
12:29:30,UAE201,ATC Instruction,Cross runway 09L and continue taxi to terminal.,15000,494,87,"('26.0765° N', '56.2406° E')"
12:30:00,UAE201,ATC Instruction,Hold short of runway 12R.,20000,427,42,"('25.2532° N', '55.3657° E')"
12:30:30,UAE201,ATC Instruction,Proceed direct to waypoint ALPHA.,35000,460,144,"('25.2532° N', '55.3657° E')"
12:31:00,UAE201,Pilot Report,"Established on localizer, runway in sight.",10000,425,177,"('26.0765° N', '56.2406° E')"
12:31:30,UAE201,Pilot Acknowledgment,"Proceeding direct to ALPHA, UAE201.",10000,436,148,"('26.0765° N', '56.2406° E')"
12:32:00,UAE201,ATC Instruction,Proceed to final approach and maintain 5000 feet.,5000,462,16,"('28.7041° N', '77.1025° E')"
12:32:30,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",5000,424,327,"('25.2532° N', '55.3657° E')"
12:33:00,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",35000,483,275,"('34.0837° N', '74.7973° E')"
12:33:30,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",20000,457,183,"('34.0837° N', '74.7973° E')"
12:34:00,UAE201,Pilot Acknowledgment,"Descending to 35000 feet, expect ILS runway 27, UAE201.",35000,473,274,"('40.6413° N', '-73.7781° W')"
12:34:30,UAE201,ATC Instruction,Expect holding at waypoint BRAVO.,25000,497,197,"('25.2532° N', '55.3657° E')"
12:35:00,UAE201,Pilot Acknowledgment,"Proceeding direct to ALPHA, UAE201.",35000,430,165,"('25.2532° N', '55.3657° E')"
12:35:30,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,5000,425,221,"('25.2532° N', '55.3657° E')"
12:36:00,UAE201,Pilot Report,"Passing FL50, climbing to FL350.",5000,442,184,"('40.6413° N', '-73.7781° W')"
12:36:30,UAE201,Pilot Acknowledgment,"Proceeding to final approach, maintaining 35000 feet, UAE201.",35000,434,355,"('26.0765° N', '56.2406° E')"
12:37:00,UAE201,ATC Instruction,Climb and maintain 5000 feet.,5000,431,17,"('25.2532° N', '55.3657° E')"
12:37:30,UAE201,Pilot Report,"Passing FL50, climbing to FL350.",5000,494,12,"('34.0837° N', '74.7973° E')"
12:38:00,UAE201,ATC Instruction,Hold short of runway 12R.,10000,498,284,"('25.2532° N', '55.3657° E')"
12:38:30,UAE201,Pilot Acknowledgment,"Proceeding to final approach, maintaining 25000 feet, UAE201.",25000,416,348,"('34.0837° N', '74.7973° E')"
12:39:00,UAE201,ATC Instruction,Hold short of runway 12R.,30000,473,300,"('25.2532° N', '55.3657° E')"
12:39:30,UAE201,ATC Instruction,"Descend and maintain 15000 feet, expect ILS approach runway 27.",15000,452,41,"('25.2532° N', '55.3657° E')"
12:40:00,UAE201,Pilot Acknowledgment,"Climbing to FL250, UAE201.",25000,446,79,"('40.6413° N', '-73.7781° W')"
12:40:30,UAE201,ATC Instruction,Contact center on 126.1 for further instructions.,10000,428,289,"('40.6413° N', '-73.7781° W')"
12:41:00,UAE201,Pilot Acknowledgment,"Descending to 10000 feet, expect ILS runway 27, UAE201.",10000,408,114,"('34.0837° N', '74.7973° E')"
12:41:30,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",15000,465,290,"('25.2532° N', '55.3657° E')"
12:42:00,UAE201,ATC Instruction,Expect vectors for ILS approach to runway 13R.,30000,472,228,"('34.0837° N', '74.7973° E')"
12:42:30,UAE201,Pilot Report,"Established on localizer, runway in sight.",20000,400,313,"('34.0837° N', '74.7973° E')"
12:43:00,UAE201,Pilot Report,"Passing FL300, climbing to FL350.",30000,411,10,"('40.6413° N', '-73.7781° W')"
12:43:30,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",35000,442,49,"('26.0765° N', '56.2406° E')"
12:44:00,UAE201,ATC Instruction,Descend to 30000 feet and prepare for approach.,30000,414,250,"('34.0837° N', '74.7973° E')"
12:44:30,UAE201,Pilot Report,Experiencing moderate turbulence at FL150.,15000,436,124,"('34.0837° N', '74.7973° E')"
12:45:00,UAE201,ATC Instruction,Contact departure on 124.7.,15000,487,123,"('40.6413° N', '-73.7781° W')"
12:45:30,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,30000,479,306,"('25.2532° N', '55.3657° E')"
12:46:00,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",15000,490,37,"('40.6413° N', '-73.7781° W')"
12:46:30,UAE201,ATC Instruction,Switch to ground control on 121.9.,20000,456,43,"('25.2532° N', '55.3657° E')"
12:47:00,UAE201,ATC Instruction,Contact departure on 124.7.,30000,416,258,"('34.0837° N', '74.7973° E')"
12:47:30,UAE201,Pilot Acknowledgment,"Proceeding to final approach, maintaining 5000 feet, UAE201.",5000,413,198,"('26.0765° N', '56.2406° E')"
12:48:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",15000,489,222,"('40.6413° N', '-73.7781° W')"
12:48:30,UAE201,Pilot Acknowledgment,"Climbing to FL100, UAE201.",10000,441,101,"('28.7041° N', '77.1025° E')"
12:49:00,UAE201,ATC Instruction,Cross runway 09L and continue taxi to terminal.,15000,400,296,"('28.7041° N', '77.1025° E')"
12:49:30,UAE201,ATC Instruction,Maintain present speed.,20000,437,147,"('28.7041° N', '77.1025° E')"
12:50:00,UAE201,ATC Instruction,Contact departure on 124.7.,35000,471,250,"('26.0765° N', '56.2406° E')"
12:50:30,UAE201,Pilot Report,"Established on localizer, runway in sight.",25000,452,236,"('28.7041° N', '77.1025° E')"
12:51:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",15000,423,299,"('25.2532° N', '55.3657° E')"
12:51:30,UAE201,ATC Instruction,Maintain present speed.,25000,407,182,"('26.0765° N', '56.2406° E')"
12:52:00,UAE201,ATC Instruction,Cross runway 09L and continue taxi to terminal.,10000,443,178,"('40.6413° N', '-73.7781° W')"
12:52:30,UAE201,Pilot Report,Requesting vectors for weather avoidance.,15000,476,318,"('25.2532° N', '55.3657° E')"
12:53:00,UAE201,ATC Instruction,Proceed direct to waypoint ALPHA.,30000,431,182,"('25.2532° N', '55.3657° E')"
12:53:30,UAE201,Pilot Acknowledgment,"Switching to 124.7, UAE201.",35000,411,18,"('34.0837° N', '74.7973° E')"
12:54:00,UAE201,Pilot Report,"Passing FL250, climbing to FL350.",25000,485,269,"('34.0837° N', '74.7973° E')"
12:54:30,UAE201,Pilot Acknowledgment,"Reducing speed to 250 knots, UAE201.",5000,479,262,"('34.0837° N', '74.7973° E')"
12:55:00,UAE201,Pilot Acknowledgment,"Reducing speed to 250 knots, UAE201.",10000,433,259,"('40.6413° N', '-73.7781° W')"
12:55:30,UAE201,Pilot Acknowledgment,"Turning left heading 94, UAE201.",5000,489,94,"('28.7041° N', '77.1025° E')"
12:56:00,UAE201,Pilot Report,Requesting vectors for weather avoidance.,5000,401,208,"('40.6413° N', '-73.7781° W')"
12:56:30,UAE201,ATC Instruction,Switch to ground control on 121.9.,20000,480,123,"('25.2532° N', '55.3657° E')"
12:57:00,UAE201,ATC Instruction,Cleared for takeoff runway 09L.,15000,429,105,"('28.7041° N', '77.1025° E')"
12:57:30,UAE201,ATC Instruction,Maintain present speed.,20000,491,344,"('40.6413° N', '-73.7781° W')"
12:58:00,UAE201,Pilot Acknowledgment,"Descending to 25000 feet, expect ILS runway 27, UAE201.",25000,495,60,"('26.0765° N', '56.2406° E')"
12:58:30,UAE201,Pilot Acknowledgment,"Holding short of runway 12R, UAE201.",25000,460,16,"('25.2532° N', '55.3657° E')"
12:59:00,UAE201,Pilot Acknowledgment,"Taxiing to gate via taxiway Bravo, UAE201.",30000,433,105,"('40.6413° N', '-73.7781° W')"
12:59:30,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,10000,457,37,"('40.6413° N', '-73.7781° W')"
13:00:00,UAE201,ATC Instruction,Cross runway 09L and continue taxi to terminal.,35000,495,10,"('25.2532° N', '55.3657° E')"
13:00:30,UAE201,Pilot Report,"Passing FL200, climbing to FL350.",20000,400,190,"('26.0765° N', '56.2406° E')"
13:01:00,UAE201,Pilot Report,Experiencing moderate turbulence at FL250.,25000,416,55,"('34.0837° N', '74.7973° E')"
13:01:30,UAE201,Pilot Acknowledgment,"Switching to 124.7, UAE201.",25000,434,276,"('40.6413° N', '-73.7781° W')"
13:02:00,UAE201,Pilot Acknowledgment,"Climbing to FL200, UAE201.",20000,407,99,"('28.7041° N', '77.1025° E')"
13:02:30,UAE201,ATC Instruction,Maintain present speed.,35000,485,319,"('28.7041° N', '77.1025° E')"
13:03:00,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,20000,400,22,"('40.6413° N', '-73.7781° W')"
13:03:30,UAE201,Pilot Report,"Established on localizer, runway in sight.",30000,476,205,"('28.7041° N', '77.1025° E')"
13:04:00,UAE201,ATC Instruction,Climb and maintain 30000 feet.,30000,470,275,"('26.0765° N', '56.2406° E')"
13:04:30,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",25000,406,116,"('34.0837° N', '74.7973° E')"
13:05:00,UAE201,ATC Instruction,Climb to FL300 and maintain.,30000,416,300,"('34.0837° N', '74.7973° E')"
13:05:30,UAE201,ATC Instruction,Expect vectors for ILS approach to runway 13R.,35000,477,28,"('28.7041° N', '77.1025° E')"
13:06:00,UAE201,Pilot Report,Experiencing moderate turbulence at FL100.,10000,400,93,"('26.0765° N', '56.2406° E')"
13:06:30,UAE201,ATC Instruction,Reduce speed to 250 knots.,10000,420,282,"('34.0837° N', '74.7973° E')"
13:07:00,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",15000,413,259,"('40.6413° N', '-73.7781° W')"
13:07:30,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",15000,438,149,"('40.6413° N', '-73.7781° W')"
13:08:00,UAE201,ATC Instruction,Cross runway 09L and continue taxi to terminal.,20000,404,181,"('25.2532° N', '55.3657° E')"
13:08:30,UAE201,Pilot Acknowledgment,"Descending to 20000 feet, expect ILS runway 27, UAE201.",20000,454,73,"('28.7041° N', '77.1025° E')"
13:09:00,UAE201,Pilot Report,Experiencing moderate turbulence at FL300.,30000,457,46,"('34.0837° N', '74.7973° E')"
13:09:30,UAE201,Pilot Report,Experiencing moderate turbulence at FL300.,30000,427,332,"('25.2532° N', '55.3657° E')"
13:10:00,UAE201,Pilot Acknowledgment,"Climb and maintain 20000 feet, UAE201.",20000,433,12,"('34.0837° N', '74.7973° E')"
13:10:30,UAE201,ATC Instruction,Switch to ground control on 121.9.,15000,416,38,"('34.0837° N', '74.7973° E')"
13:11:00,UAE201,Pilot Acknowledgment,"Holding at BRAVO, UAE201.",5000,481,331,"('25.2532° N', '55.3657° E')"
13:11:30,UAE201,Pilot Acknowledgment,"Climb and maintain 20000 feet, UAE201.",20000,403,231,"('28.7041° N', '77.1025° E')"
13:12:00,UAE201,Pilot Report,"Passing FL250, climbing to FL350.",25000,411,324,"('25.2532° N', '55.3657° E')"
13:12:30,UAE201,Pilot Acknowledgment,"Holding at BRAVO, UAE201.",20000,402,258,"('26.0765° N', '56.2406° E')"
13:13:00,UAE201,ATC Instruction,Descend to 15000 feet and prepare for approach.,15000,457,271,"('26.0765° N', '56.2406° E')"
13:13:30,UAE201,ATC Instruction,Contact departure on 124.7.,30000,405,250,"('40.6413° N', '-73.7781° W')"
13:14:00,UAE201,ATC Instruction,"Turn left heading 196, vectors for traffic.",35000,431,196,"('25.2532° N', '55.3657° E')"
13:14:30,UAE201,Pilot Acknowledgment,"Climb and maintain 5000 feet, UAE201.",5000,443,2,"('25.2532° N', '55.3657° E')"
13:15:00,UAE201,Pilot Acknowledgment,"Holding short of runway 12R, UAE201.",5000,447,4,"('34.0837° N', '74.7973° E')"
13:15:30,UAE201,ATC Instruction,Proceed direct to waypoint ALPHA.,20000,430,4,"('28.7041° N', '77.1025° E')"
13:16:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",15000,447,23,"('25.2532° N', '55.3657° E')"
13:16:30,UAE201,Pilot Acknowledgment,"Maintaining present speed, UAE201.",15000,431,161,"('28.7041° N', '77.1025° E')"
13:17:00,UAE201,Pilot Acknowledgment,"Holding short of runway 12R, UAE201.",5000,475,236,"('28.7041° N', '77.1025° E')"
13:17:30,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,10000,430,250,"('34.0837° N', '74.7973° E')"
13:18:00,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,35000,421,63,"('34.0837° N', '74.7973° E')"
